aro_accession,aro_name,amr_gene_family,drug_class,mechanism,hierarchy_node
blaOXA-934,OXA-48 family class D beta-lactamase OXA-934,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXA-934
blaOXA-935,OXA-10 family extended-spectrum class D beta-lactamase OXA-935,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXA-935
blaOXA-936,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-936,nan,BETA-LACTAM,beta-lactamase,blaOXA-936
blaOXA-937,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-937,nan,BETA-LACTAM,beta-lactamase,blaOXA-937
blaOXA-938,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-938,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-938
blaOXA-939,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-939,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-939
blaOXA-94,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-94
blaOXA-940,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-940,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-940
blaOXA-941,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-941,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-941
blaOXA-942,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-942,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-942
blaOXA-943,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-943,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-943
blaOXA-944,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-944,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-944
blaOXA-945,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-945,nan,BETA-LACTAM,beta-lactamase,blaOXA-945
blaOXA-946,OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-946,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-946
blaOXA-947,OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-947,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-947
blaOXA-948,OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-948,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-948
blaOXA-949,OXA-679 family carbapenem-hydrolyzing class D beta-lactamase OXA-949,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-949
blaOXA-95,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-95,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-95
blaOXA-950,OXA-12 family class D beta-lactamase OXA-950,nan,BETA-LACTAM,beta-lactamase,blaOXA-950
blaOXA-951,OXA-12 family class D beta-lactamase OXA-951,nan,BETA-LACTAM,beta-lactamase,blaOXA-951
blaOXA-952,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-952,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-952
blaOXA-953,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-953,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-953
blaOXA-954,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-954,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-954
blaOXA-955,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-955,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-955
blaOXA-956,class D beta-lactamase OXA-956,nan,BETA-LACTAM,beta-lactamase,blaOXA-956
blaOXA-957,class D beta-lactamase OXA-957,nan,BETA-LACTAM,beta-lactamase,blaOXA-957
blaOXA-958,OXA-12 family class D beta-lactamase OXA-958,nan,BETA-LACTAM,beta-lactamase,blaOXA-958
blaOXA-959,OXA-12 family class D beta-lactamase OXA-959,nan,BETA-LACTAM,beta-lactamase,blaOXA-959
blaOXA-96,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-96,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-96
blaOXA-960,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-960,nan,BETA-LACTAM,beta-lactamase,blaOXA-960
blaOXA-961,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-961,nan,BETA-LACTAM,beta-lactamase,blaOXA-961
blaOXA-962,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-962,nan,BETA-LACTAM,beta-lactamase,blaOXA-962
blaOXA-963,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-963,nan,BETA-LACTAM,beta-lactamase,blaOXA-963
blaOXA-964,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-964,nan,BETA-LACTAM,beta-lactamase,blaOXA-964
blaOXA-965,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-965,nan,BETA-LACTAM,beta-lactamase,blaOXA-965
blaOXA-966,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-966,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-966
blaOXA-967,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-967,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-967
blaOXA-968,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-968,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-968
blaOXA-969,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-969,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-969
blaOXA-97,OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-97,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-97
blaOXA-970,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-970,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-970
blaOXA-971,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-971,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-971
blaOXA-972,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-972,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-972
blaOXA-973,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-973,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-973
blaOXA-974,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-974,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-974
blaOXA-975,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-975,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-975
blaOXA-976,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-976,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-976
blaOXA-977,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-977,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-977
blaOXA-978,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-978,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-978
blaOXA-979,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-979,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-979
blaOXA-98,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-98,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-98
blaOXA-980,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-980,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-980
blaOXA-981,class D beta-lactamase OXA-981,nan,BETA-LACTAM,beta-lactamase,blaOXA-981
blaOXA-982,OXA-294 family class D beta-lactamase OXA-982,nan,BETA-LACTAM,beta-lactamase,blaOXA-982
blaOXA-983,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-983,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-983
blaOXA-984,OXA-294 family class D beta-lactamase OXA-984,nan,BETA-LACTAM,beta-lactamase,blaOXA-984
blaOXA-985,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-985,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-985
blaOXA-986,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-986,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-986
blaOXA-987,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-987,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-987
blaOXA-988,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-988,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-988
blaOXA-989,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-989,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-989
blaOXA-99,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-99,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-99
blaOXA-990,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-990,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-990
blaOXA-991,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-991,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-991
blaOXA-992,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-992,nan,BETA-LACTAM|CARBAPENEM,beta-lactamase,blaOXA-992
blaOXA-993,OXA-294 family class D beta-lactamase OXA-993,nan,BETA-LACTAM,beta-lactamase,blaOXA-993
blaOXA-994,OXA-294 family class D beta-lactamase OXA-994,nan,BETA-LACTAM,beta-lactamase,blaOXA-994
blaOXA-995,OXA-294 family class D beta-lactamase OXA-995,nan,BETA-LACTAM,beta-lactamase,blaOXA-995
blaOXA-996,OXA-294 family class D beta-lactamase OXA-996,nan,BETA-LACTAM,beta-lactamase,blaOXA-996
blaOXA-997,OXA-294 family class D beta-lactamase OXA-997,nan,BETA-LACTAM,beta-lactamase,blaOXA-997
blaOXA-998,OXA-294 family class D beta-lactamase OXA-998,nan,BETA-LACTAM,beta-lactamase,blaOXA-998
blaOXA-999,class D beta-lactamase OXA-999,nan,BETA-LACTAM,beta-lactamase,blaOXA-999
blaOXA-MSI,class D beta-lactamase MSI-OXA,nan,BETA-LACTAM,beta-lactamase,blaOXA-MSI
"blaOXA-PR,blaLRA-13",bifunctional class C beta-lactamase/class D beta-lactamase fusion protein LRA-13,nan,BETA-LACTAM,NA,"blaOXA-PR,blaLRA-13"
blaOXY-1-1,extended-spectrum class A beta-lactamase OXY-1-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-1
blaOXY-1-10,extended-spectrum class A beta-lactamase OXY-1-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-10
blaOXY-1-11,extended-spectrum class A beta-lactamase OXY-1-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-11
blaOXY-1-12,extended-spectrum class A beta-lactamase OXY-1-12,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-12
blaOXY-1-13,extended-spectrum class A beta-lactamase OXY-1-13,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-13
blaOXY-1-14,extended-spectrum class A beta-lactamase OXY-1-14,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-14
blaOXY-1-15,extended-spectrum class A beta-lactamase OXY-1-15,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-15
blaOXY-1-16,extended-spectrum class A beta-lactamase OXY-1-16,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-16
blaOXY-1-17,extended-spectrum class A beta-lactamase OXY-1-17,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-17
blaOXY-1-18,extended-spectrum class A beta-lactamase OXY-1-18,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-18
blaOXY-1-19,extended-spectrum class A beta-lactamase OXY-1-19,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-19
blaOXY-1-2,extended-spectrum class A beta-lactamase OXY-1-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-2
blaOXY-1-25,extended-spectrum class A beta-lactamase OXY-1-25,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-25
blaOXY-1-26,extended-spectrum class A beta-lactamase OXY-1-26,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-26
blaOXY-1-27,extended-spectrum class A beta-lactamase OXY-1-27,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-27
blaOXY-1-28,extended-spectrum class A beta-lactamase OXY-1-28,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-28
blaOXY-1-29,extended-spectrum class A beta-lactamase OXY-1-29,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-29
blaOXY-1-3,extended-spectrum class A beta-lactamase OXY-1-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-3
blaOXY-1-30,extended-spectrum class A beta-lactamase OXY-1-30,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-30
blaOXY-1-31,extended-spectrum class A beta-lactamase OXY-1-31,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-31
blaOXY-1-32,extended-spectrum class A beta-lactamase OXY-1-32,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-32
blaOXY-1-33,extended-spectrum class A beta-lactamase OXY-1-33,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-33
blaOXY-1-34,extended-spectrum class A beta-lactamase OXY-1-34,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-34
blaOXY-1-35,extended-spectrum class A beta-lactamase OXY-1-35,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-35
blaOXY-1-36,extended-spectrum class A beta-lactamase OXY-1-36,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-36
blaOXY-1-37,extended-spectrum class A beta-lactamase OXY-1-37,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-37
blaOXY-1-38,extended-spectrum class A beta-lactamase OXY-1-38,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-38
blaOXY-1-39,extended-spectrum class A beta-lactamase OXY-1-39,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-39
blaOXY-1-4,extended-spectrum class A beta-lactamase OXY-1-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-4
blaOXY-1-40,extended-spectrum class A beta-lactamase OXY-1-40,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-40
blaOXY-1-41,extended-spectrum class A beta-lactamase OXY-1-41,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-41
blaOXY-1-42,extended-spectrum class A beta-lactamase OXY-1-42,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-42
blaOXY-1-43,extended-spectrum class A beta-lactamase OXY-1-43,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-43
blaOXY-1-44,extended-spectrum class A beta-lactamase OXY-1-44,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-44
blaOXY-1-45,extended-spectrum class A beta-lactamase OXY-1-45,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-45
blaOXY-1-46,extended-spectrum class A beta-lactamase OXY-1-46,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-46
blaOXY-1-47,extended-spectrum class A beta-lactamase OXY-1-47,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-47
blaOXY-1-48,extended-spectrum class A beta-lactamase OXY-1-48,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-48
blaOXY-1-49,extended-spectrum class A beta-lactamase OXY-1-49,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-49
blaOXY-1-50,extended-spectrum class A beta-lactamase OXY-1-50,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-50
blaOXY-1-51,extended-spectrum class A beta-lactamase OXY-1-51,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-51
blaOXY-1-6,extended-spectrum class A beta-lactamase OXY-1-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-6
blaOXY-1-7,extended-spectrum class A beta-lactamase OXY-1-7,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-7
blaOXY-1-8,extended-spectrum class A beta-lactamase OXY-1-8,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-8
blaOXY-1-9,extended-spectrum class A beta-lactamase OXY-1-9,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-1-9
blaOXY-10-1,extended-spectrum class A beta-lactamase OXY-10-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-10-1
blaOXY-11-1,extended-spectrum class A beta-lactamase OXY-11-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-11-1
blaOXY-12-1,extended-spectrum class A beta-lactamase OXY-12-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-12-1
blaOXY-12-2,extended-spectrum class A beta-lactamase OXY-12-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-12-2
blaOXY-13-1,extended-spectrum class A beta-lactamase OXY-13-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-13-1
blaOXY-2-1,extended-spectrum class A beta-lactamase OXY-2-1,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-1
blaOXY-2-10,extended-spectrum class A beta-lactamase OXY-2-10,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-10
blaOXY-2-11,extended-spectrum class A beta-lactamase OXY-2-11,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-11
blaOXY-2-12,extended-spectrum class A beta-lactamase OXY-2-12,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-12
blaOXY-2-13,extended-spectrum class A beta-lactamase OXY-2-13,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-13
blaOXY-2-14,extended-spectrum class A beta-lactamase OXY-2-14,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-14
blaOXY-2-15,extended-spectrum class A beta-lactamase OXY-2-15,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-15
blaOXY-2-16,extended-spectrum class A beta-lactamase OXY-2-16,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-16
blaOXY-2-17,extended-spectrum class A beta-lactamase OXY-2-17,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-17
blaOXY-2-18,extended-spectrum class A beta-lactamase OXY-2-18,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-18
blaOXY-2-19,extended-spectrum class A beta-lactamase OXY-2-19,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-19
blaOXY-2-2,extended-spectrum class A beta-lactamase OXY-2-2,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-2
blaOXY-2-20,extended-spectrum class A beta-lactamase OXY-2-20,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-20
blaOXY-2-21,extended-spectrum class A beta-lactamase OXY-2-21,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-21
blaOXY-2-22,extended-spectrum class A beta-lactamase OXY-2-22,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-22
blaOXY-2-23,extended-spectrum class A beta-lactamase OXY-2-23,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-23
blaOXY-2-24,extended-spectrum class A beta-lactamase OXY-2-24,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-24
blaOXY-2-25,extended-spectrum class A beta-lactamase OXY-2-25,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-25
blaOXY-2-26,extended-spectrum class A beta-lactamase OXY-2-26,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-26
blaOXY-2-27,extended-spectrum class A beta-lactamase OXY-2-27,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-27
blaOXY-2-28,extended-spectrum class A beta-lactamase OXY-2-28,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-28
blaOXY-2-3,extended-spectrum class A beta-lactamase OXY-2-3,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-3
blaOXY-2-30,extended-spectrum class A beta-lactamase OXY-2-30,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-30
blaOXY-2-37,extended-spectrum class A beta-lactamase OXY-2-37,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-37
blaOXY-2-38,extended-spectrum class A beta-lactamase OXY-2-38,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-38
blaOXY-2-39,extended-spectrum class A beta-lactamase OXY-2-39,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-39
blaOXY-2-4,extended-spectrum class A beta-lactamase OXY-2-4,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-4
blaOXY-2-40,extended-spectrum class A beta-lactamase OXY-2-40,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-40
blaOXY-2-41,extended-spectrum class A beta-lactamase OXY-2-41,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-41
blaOXY-2-42,extended-spectrum class A beta-lactamase OXY-2-42,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-42
blaOXY-2-43,extended-spectrum class A beta-lactamase OXY-2-43,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-43
blaOXY-2-44,extended-spectrum class A beta-lactamase OXY-2-44,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-44
blaOXY-2-45,extended-spectrum class A beta-lactamase OXY-2-45,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-45
blaOXY-2-46,extended-spectrum class A beta-lactamase OXY-2-46,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-46
blaOXY-2-47,extended-spectrum class A beta-lactamase OXY-2-47,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-47
blaOXY-2-48,extended-spectrum class A beta-lactamase OXY-2-48,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-48
blaOXY-2-49,extended-spectrum class A beta-lactamase OXY-2-49,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-49
blaOXY-2-5,extended-spectrum class A beta-lactamase OXY-2-5,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-5
blaOXY-2-50,extended-spectrum class A beta-lactamase OXY-2-50,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-50
blaOXY-2-51,extended-spectrum class A beta-lactamase OXY-2-51,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-51
blaOXY-2-52,extended-spectrum class A beta-lactamase OXY-2-52,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-52
blaOXY-2-53,extended-spectrum class A beta-lactamase OXY-2-53,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-53
blaOXY-2-54,extended-spectrum class A beta-lactamase OXY-2-54,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-54
blaOXY-2-55,extended-spectrum class A beta-lactamase OXY-2-55,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-55
blaOXY-2-56,extended-spectrum class A beta-lactamase OXY-2-56,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-56
blaOXY-2-57,extended-spectrum class A beta-lactamase OXY-2-57,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-57
blaOXY-2-58,extended-spectrum class A beta-lactamase OXY-2-58,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-58
blaOXY-2-59,extended-spectrum class A beta-lactamase OXY-2-59,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-59
blaOXY-2-6,extended-spectrum class A beta-lactamase OXY-2-6,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-6
blaOXY-2-60,extended-spectrum class A beta-lactamase OXY-2-60,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-60
blaOXY-2-61,extended-spectrum class A beta-lactamase OXY-2-61,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-61
blaOXY-2-62,extended-spectrum class A beta-lactamase OXY-2-62,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-62
blaOXY-2-63,extended-spectrum class A beta-lactamase OXY-2-63,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-63
blaOXY-2-64,extended-spectrum class A beta-lactamase OXY-2-64,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-64
blaOXY-2-65,extended-spectrum class A beta-lactamase OXY-2-65,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-65
blaOXY-2-66,extended-spectrum class A beta-lactamase OXY-2-66,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-66
blaOXY-2-67,extended-spectrum class A beta-lactamase OXY-2-67,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-67
blaOXY-2-68,extended-spectrum class A beta-lactamase OXY-2-68,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-68
blaOXY-2-69,extended-spectrum class A beta-lactamase OXY-2-69,nan,BETA-LACTAM|CEPHALOSPORIN,beta-lactamase,blaOXY-2-69
